,Target,Weight,Count,User Weight,User Score,Score Diff,Score Diff z-score
0,"""Bungaku Shoujo"" Kyou no Oyatsu: Hatsukoi",0.01876675603217158,1,0.0938337801608579,10.0,1.8689999999999998,1.3248789540696984
1,"""Bungaku Shoujo"" Memoire",0.030303030303030304,1,0.09090909090909091,8.0,0.2990000000000004,-0.015345963527152616
2,"""Bungaku Shoujo"" Movie",0.4700989867279735,6,2.1022727739625995,8.833333333333334,0.7973333333333343,0.4100545145635683
3,.hack//G.U. Trilogy,0.06481481481481481,1,0.25925925925925924,9.0,0.9190000000000005,0.5139148319569544
4,.hack//Quantum,1.0183122812171062,4,3.017658686445864,7.5,-0.05349999999999966,-0.31625633515319734
5,.hack//Roots,0.08313600939025553,3,0.13716886284171365,7.0,-0.5976666666666661,-0.7807822752756728
6,.hack//Sign,0.5149181498435357,8,1.148337054830234,8.125,0.012750000000000483,-0.25970225821638737
7,.hack//Tasogare no Udewa Densetsu,0.15198281559814936,4,0.47758194413845434,7.5,-0.07350000000000101,-0.3333292640397826
8,.hack//The Movie: Sekai no Mukou ni,0.10013096374629751,3,0.3220263885828988,7.333333333333333,-0.20433333333333348,-0.4450146738395195
9,009-1,0.011784511784511786,1,0.03535353535353536,8.0,-0.7710000000000008,-0.9287476589594028
10,07-Ghost,0.517991107597357,9,0.9250762049268124,7.444444444444445,-0.6443333333333339,-0.8206191093443699
11,100-man no Inochi no Ue ni Ore wa Tatteiru,0.2669305313048623,5,0.8490234588433663,8.2,0.3609999999999989,0.0375801160212568
12,11eyes,0.16060363115501008,8,0.3871857552055299,7.25,-0.6860000000000008,-0.8561877111914205
13,18if,0.0072916666666666685,1,0.021875000000000006,8.0,-0.37100000000000044,-0.5872890812277205
14,2.43: Seiin Koukou Danshi Volley-bu,0.3083738374985648,3,1.061081556890811,8.666666666666666,0.21233333333333348,-0.08932865536901723
15,3-gatsu no Lion,2.3549539208932373,16,9.370588161526237,9.3125,0.9927500000000009,0.5768712572262337
16,3-gatsu no Lion 2nd Season,0.3011288526687357,4,1.3488569330269362,9.25,0.6464999999999996,0.2812961758772454
17,3D Kanojo: Real Girl,0.7495437650583308,7,3.1387412041002922,9.428571428571429,1.1618571428571425,0.7212289684369034
18,3D Kanojo: Real Girl 2nd Season,0.09485688729874778,2,0.447361359570662,9.0,0.3439999999999994,0.02306812646766078
19,3x3 Eyes,0.05109489051094891,1,0.05109489051094891,6.0,-1.471,-1.5263001699898455
20,5-toubun no Hanayome,0.07632027392325555,4,0.36022732381475103,9.75,1.5864999999999991,1.0837238335466974
21,7 Seeds,0.5628378378378378,2,2.2513513513513512,9.0,0.5240000000000009,0.1767244864469189
22,7 Seeds 2nd Season,0.06306306306306306,1,0.25225225225225223,9.0,0.6790000000000003,0.3090396853179451
23,86,0.08944334404145653,2,0.2299194948872873,8.0,0.0940000000000003,-0.19034348461463965
24,91 Days,0.14792283415320462,6,0.25324847596317285,7.166666666666667,-0.9193333333333333,-1.055371881534901
25,A Kite,0.011784511784511786,1,0.03535353535353536,8.0,-0.7710000000000008,-0.9287476589594028
26,A-Channel,0.17883211678832117,1,0.8941605839416058,10.0,2.159,1.5724364229251677
27,A.F,0.008871989860583013,1,0.044359949302915064,10.0,1.6790000000000003,1.1626861296471498
28,A.I.C.O.: Incarnation,0.04697986577181208,1,0.14093959731543626,8.0,0.7489999999999997,0.36879493642098893
29,ACCA: 13-ku Kansatsu-ka,0.011784511784511786,1,0.03535353535353536,8.0,-0.7710000000000008,-0.9287476589594028
30,AKB0048,0.05499570288325407,4,0.07023838665784989,6.75,-1.1635000000000009,-1.2638038883586158
31,AKB0048: Next Stage,0.012773722627737228,1,0.06386861313868614,10.0,2.159,1.5724364229251677
32,Aa! Megami-sama! (TV),0.01754385964912281,1,0.08771929824561404,10.0,1.859,1.3163424896264064
33,Aa! Megami-sama! Movie,0.08433734939759037,1,0.42168674698795183,10.0,1.4789999999999992,0.991956840781308
34,Abenobashi Mahou☆Shoutengai,0.1558224900239288,5,0.6812692967358249,8.4,0.46499999999999986,0.12635934623149495
35,Absolute Duo,0.5706373353749746,7,0.371259935040694,7.285714285714286,-0.34385714285714375,-0.5641186777387853
36,Accel World,1.721325370913783,9,1.9849204483289307,7.555555555555555,-0.17544444444444363,-0.42035377655889716
37,Acchi Kocchi (TV),0.04679407886183391,3,0.2232833714084062,9.666666666666666,1.735666666666666,1.2110594281591374
38,Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari,0.06219725707615991,2,0.1713743799241319,7.5,-0.15600000000000058,-0.4037550956969416
39,Adachi to Shimamura,0.0072916666666666685,1,0.021875000000000006,8.0,-0.37100000000000044,-0.5872890812277205
40,Afro Samurai,0.7215246623925015,4,2.0621349627872605,6.5,-1.6059999999999999,-1.641542439974288
41,Afro Samurai Movie,0.022727272727272728,1,0.06818181818181818,8.0,-0.5009999999999994,-0.6982631189905163
42,Afro Samurai: Resurrection,0.022727272727272728,1,0.06818181818181818,8.0,-0.5009999999999994,-0.6982631189905163
43,After War Gundam X,0.008871989860583013,1,0.044359949302915064,10.0,1.6790000000000003,1.1626861296471498
44,Aggressive Retsuko,0.07777777777777779,1,0.31111111111111117,9.0,1.0490000000000004,0.624888869719751
45,Aggressive Retsuko (ONA),0.07777777777777779,1,0.31111111111111117,9.0,1.0490000000000004,0.624888869719751
46,Agitated Screams of Maggots,0.013461538461538464,1,0.040384615384615394,8.0,-0.7210000000000001,-0.886065336742942
47,Ahiru no Sora,1.7296497214229185,5,4.591890340739344,7.8,-0.2290000000000001,-0.46607128613297316
48,Aho Girl,0.2519735726083657,4,0.9847363956966209,9.0,0.8765000000000001,0.47763485807296285
49,Ai Yori Aoshi,0.027559055118110236,1,0.1377952755905512,10.0,1.9489999999999998,1.3931706696160346
50,Aikatsu!,0.23286706578666624,3,1.045691261136721,9.666666666666666,1.8489999999999993,1.3078060251831138
51,Air,0.6664911693607489,5,2.8538042167436646,8.4,0.1269999999999989,-0.16217315195177712
52,Air Gear,1.4914741731677377,14,0.9361559433655071,7.285714285714286,-0.6495714285714307,-0.825090590719429
53,Aishen Qiaokeli-ing...,0.013779527559055118,1,0.0688976377952756,10.0,1.9489999999999998,1.3931706696160346
54,Aishiteruze Baby★★,0.18725724813423708,3,0.7628085200960034,9.333333333333334,1.2456666666666667,0.7927726704378276
55,Aiura,0.06386861313868614,1,0.3193430656934307,10.0,2.159,1.5724364229251677
56,Ajin,1.3122745387772645,11,2.651792067127744,7.7272727272727275,-0.34827272727272796,-0.5678880256747842
57,Ajin 2nd Season,0.23659828429355684,3,0.2544465685871137,6.666666666666667,-1.1610000000000014,-1.2616697722477932
58,Ajin Part 1: Shoudou,0.03322652018005645,2,0.0664530403601129,7.0,-1.091000000000001,-1.2019145211447486
59,Akachan to Boku,0.12962962962962962,1,0.6481481481481481,10.0,1.7089999999999996,1.1882955229770253
60,Akagami no Shirayuki-hime,0.07883981751362314,3,0.20573754910657716,8.333333333333334,-0.19099999999999895,-0.43363272124846236
61,Akagami no Shirayuki-hime 2nd Season,0.013461538461538464,1,0.040384615384615394,8.0,-0.7210000000000001,-0.886065336742942
62,Akame ga Kill!,2.375354102083317,28,4.9459994665075975,7.571428571428571,-0.40421428571428475,-0.6156423381286537
63,Akaneiro ni Somaru Saka,0.035153573360581836,2,0.1543938210013825,9.5,1.3739999999999988,0.9023239641267411
64,Akanesasu Shoujo,0.010886469673405912,1,0.05443234836702956,10.0,0.8889999999999993,0.4883054386270773
65,Akatsuki no Yona,0.19434578802797353,8,0.7776663035049477,8.875,0.38150000000000084,0.055079868130007176
66,Aki no Kanade,0.11864406779661017,1,0.4745762711864407,9.0,0.8490000000000002,0.45415958085390984
67,Akiba's Trip The Animation,0.01754385964912281,1,0.08771929824561404,10.0,1.859,1.3163424896264064
68,Akikan!,0.03693477315278855,2,0.0818786996236549,7.5,-0.42600000000000016,-0.6342396356658265
69,Akira,1.1608476011089226,9,4.252794500271264,8.222222222222221,-0.02877777777777979,-0.2951522980572829
70,Aku no Hana,0.21625984217349753,9,0.9279378320641666,8.777777777777779,0.6189999999999998,0.2578208986581924
71,Akudama Drive,0.22104270996804143,7,0.7707212391595472,8.285714285714286,0.21757142857142853,-0.08485717399395964
72,Akuma no Riddle,0.13543811975591155,2,0.4063143592677346,8.0,0.05400000000000027,-0.22448934238780788
73,Aldnoah.Zero,1.2089534350548177,7,1.8303848449269946,7.285714285714286,-0.6252857142857149,-0.8043591770714327
74,Alice in Deadly School,0.045454545454545456,1,0.2272727272727273,10.0,2.3789999999999996,1.7602386406775925
75,Alice in Voodooland,0.0072916666666666685,1,0.021875000000000006,8.0,-0.37100000000000044,-0.5872890812277205
76,Alice to Zouroku,0.3776934523809524,4,1.1498214285714288,8.25,0.07399999999999984,-0.20741641350122414
77,Alien 9,0.23438573417991154,5,1.017616655395682,9.4,1.109,0.6761076563795029
78,All Out!!,0.2862068965517241,2,0.6586206896551723,7.5,-0.4110000000000005,-0.6214349390008888
79,Allison to Lillia,0.035714285714285705,1,0.17857142857142852,10.0,1.359,0.889519267461804
80,Amaama to Inazuma,1.2135007379632214,4,5.035821133671068,8.75,0.33150000000000013,0.012397545913546327
81,Amagami SS,0.0688976377952756,1,0.34448818897637795,10.0,1.9489999999999998,1.3931706696160346
82,Amagami SS+ Plus,0.013779527559055118,1,0.0688976377952756,10.0,1.9489999999999998,1.3931706696160346
83,Amagi Brilliant Park,0.23518095306181747,6,0.702543574843682,8.666666666666666,0.5773333333333319,0.2222522968111412
84,Amanchu!,0.023255813953488375,1,0.11627906976744187,10.0,1.6690000000000005,1.1541496652038579
85,Amatsuki,0.044524151123864174,2,0.0036824485891917558,4.5,-3.051,-2.8750615520299894
86,Ame to Shoujo to Watashi no Tegami,0.030303030303030304,1,0.09090909090909091,8.0,0.2990000000000004,-0.015345963527152616
87,Amnesia,0.0946385756868844,3,0.29454704510108864,8.333333333333334,0.009000000000000341,-0.26290343238262204
88,Amon: Devilman Mokushiroku,0.027237354085603124,1,0.05447470817120625,7.0,-0.8010000000000002,-0.9543570522892785
89,Andersen Douwa: Ningyohime,0.0072916666666666685,1,0.021875000000000006,8.0,-0.37100000000000044,-0.5872890812277205
90,Angel Beats!,5.219077816856367,35,16.121450930952108,8.542857142857143,0.43242857142857005,0.09855486204477121
91,Angel Cop,0.004229607250755287,1,0.008459214501510574,7.0,-1.6310000000000002,-1.6628836010825185
92,Angel Densetsu,0.3971426251782322,4,1.8170666913352123,7.75,-0.5960000000000001,-0.7793595312017912
93,Anima,0.00850546780072904,1,0.03402187120291616,9.0,0.49900000000000055,0.15538332533868848
94,Animegataris,0.012773722627737228,1,0.06386861313868614,10.0,2.159,1.5724364229251677
95,Anne Happy♪,0.05822826808228268,2,0.29114134041141343,10.0,2.269,1.6663375318013804
96,Anne no Nikki,0.06666666666666667,1,0.2,8.0,-0.511000000000001,-0.7067995834338097
97,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,4.609193296711973,26,15.743877778599412,8.73076923076923,0.5759230769230772,0.22104843644093478
98,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,0.052631578947368425,1,0.15789473684210528,8.0,-0.36100000000000065,-0.5787526167844287
99,Ano Natsu de Matteru,0.4139783307761396,7,1.351041783611925,8.714285714285714,0.7175714285714285,0.34196604817064274
100,Anomalies,0.08045977011494253,1,0.40229885057471265,10.0,1.3689999999999998,0.8980557319050959
101,Another,0.8084693168668186,16,2.663028549322919,8.4375,0.2677499999999977,-0.04202241491244254
102,Ansatsu Kyoushitsu,2.423733740375002,23,7.747111576688992,8.391304347826088,0.240304347826088,-0.06545129830299667
103,Ansatsu Kyoushitsu 2nd Season,0.37931118661953117,5,1.3130659213467746,8.6,0.40499999999999936,0.07514055957174222
104,Ansatsu Kyoushitsu: Jump Festa 2013 Special,0.021406727828746176,1,0.06422018348623854,8.0,0.12899999999999956,-0.16046585906311814
105,Ao Haru Ride,0.25083757338812956,11,1.0523031476697744,9.090909090909092,0.9071818181818188,0.5038262830694276
106,Ao no 6-gou,0.0526199719647295,3,0.14364042529571983,8.333333333333334,0.19900000000000162,-0.10071060796007203
107,Ao no Exorcist,5.410519065132248,22,16.147530928513024,7.590909090909091,-0.4328181818181802,-0.640059952331706
108,Ao no Exorcist Movie,0.024390243902439025,1,0.07317073170731708,8.0,-0.48099999999999987,-0.6811901901039326
109,Ao no Exorcist: Kyoto Fujouou-hen,0.056451612903225805,1,0.22580645161290322,9.0,0.20899999999999963,-0.09217414351678169
110,Aoharu x Kikanjuu,0.09210526315789473,1,0.3684210526315789,9.0,1.0190000000000001,0.5992794763898747
111,Aoi Bungaku Series,0.09950620037140938,5,0.21803911184457414,7.4,-0.7210000000000001,-0.886065336742942
112,Aoi Hana,0.08045977011494253,1,0.40229885057471265,10.0,1.3689999999999998,0.8980557319050959
113,Aoki Densetsu Shoot!,0.017241379310344827,1,0.05172413793103448,8.0,-0.5009999999999994,-0.6982631189905163
114,Aoki Hagane no Arpeggio: Ars Nova,0.049340927980946754,3,0.14230876114510063,8.666666666666666,0.6223333333333336,0.2606663868059569
115,Aoki Honoo,0.004229607250755287,1,0.008459214501510574,7.0,-1.6310000000000002,-1.6628836010825185
116,Appare-Ranman!,0.48121416871416867,2,1.84531122031122,8.0,-0.2859999999999996,-0.5147291334597374
117,Aquarion Evol,0.04083546018021771,2,0.10828688994218447,8.5,0.6840000000000002,0.31330791753959103
118,Araburu Kisetsu no Otome-domo yo.,0.034176955786669405,2,0.16019775603258363,9.5,1.2240000000000002,0.7742769974773617
119,Arad Senki: Slap Up Party,0.06422018348623854,1,0.3211009174311927,10.0,1.2889999999999997,0.8297640163587595
120,Arakawa Under the Bridge,0.1355855855855856,3,0.45342342342342346,8.666666666666666,0.6856666666666653,0.31473066161347174
121,Arakawa Under the Bridge x Bridge,0.023255813953488375,1,0.11627906976744187,10.0,1.6690000000000005,1.1541496652038579
122,Arata Kangatari,0.03144932583710632,2,0.08048659137270511,7.5,-0.7259999999999991,-0.8903335689645872
123,Arata naru Sekai: World's/Start/Load/End,0.043545878693623655,1,0.21772939346811826,10.0,0.8889999999999993,0.4883054386270773
124,Arcana Famiglia,0.09198537457443502,6,0.10038159679839657,6.166666666666667,-1.4376666666666669,-1.4978452885122056
125,Area 88,0.035714285714285705,1,0.17857142857142852,10.0,1.359,0.889519267461804
126,Area no Kishi,0.12280818092977802,3,0.4605298059472288,8.333333333333334,-0.06766666666666765,-0.3283496597811955
127,Arete Hime,0.12962962962962962,1,0.6481481481481481,10.0,1.7089999999999996,1.1882955229770253
128,Argento Soma,0.008871989860583013,1,0.044359949302915064,10.0,1.6790000000000003,1.1626861296471498
129,Aria the Animation,0.08781498115655251,3,0.43907490578276254,10.0,1.822333333333333,1.2850421200010018
130,Aria the Origination,0.1314177904243474,2,0.5384448843251268,9.5,1.5039999999999996,1.0132980018895383
131,Ariel Visual,0.008871989860583013,1,0.044359949302915064,10.0,1.6790000000000003,1.1626861296471498
132,Arifureta Shokugyou de Sekai Saikyou,0.24256939977401304,7,0.8821912759557408,8.142857142857142,0.2818571428571426,-0.02997990257279668
133,Ark IX,0.0196078431372549,1,0.0392156862745098,7.0,-1.3810000000000002,-1.4494719900002173
134,Arslan Senki (TV),0.2538808366915374,3,0.6245350792933214,8.666666666666666,-0.0909999999999993,-0.3482680768155422
135,Arte,0.13449163449163448,2,0.6093951093951093,9.5,1.0190000000000001,0.5992794763898747
136,Aru Tabibito no Nikki,0.035714285714285705,1,0.17857142857142852,10.0,1.359,0.889519267461804
137,Arve Rezzle: Kikaijikake no Yousei-tachi,0.030303030303030304,1,0.09090909090909091,8.0,0.2990000000000004,-0.015345963527152616
138,Ashita no Joe,0.8438463694981778,2,3.5363050182225964,9.5,1.2289999999999992,0.7785452296990069
139,Ashita no Joe 2,0.09224428189945431,2,0.437652385928248,9.0,0.2989999999999995,-0.015345963527153374
140,Ashita no Joe 2 (Movie),0.08045977011494253,1,0.40229885057471265,10.0,1.3689999999999998,0.8980557319050959
141,Ashita no Nadja,0.021406727828746176,1,0.06422018348623854,8.0,0.12899999999999956,-0.16046585906311814
142,Asobi Asobase,0.17914569031273836,3,0.6076125095347065,8.666666666666666,0.7656666666666654,0.3830223771598082
143,Assassins Pride,0.03953937668412223,2,0.13456200111851138,7.5,-0.41600000000000037,-0.6257031712225347
144,Assault Lily: Bouquet,0.04654680365296804,2,0.1076769406392694,7.5,-0.3410000000000002,-0.5616796878978442
145,Astarotte no Omocha!,0.01068702290076336,1,0.04274809160305344,9.0,0.7989999999999995,0.411477258637449
146,Asu no Yoichi!,0.019774011299435026,1,0.019774011299435026,6.0,-1.561,-1.603128349979474
147,Asura,0.16666666666666663,2,0.49999999999999994,8.0,-0.35600000000000165,-0.5744843845627835
148,Asura Cryin',0.027450980392156855,1,0.05490196078431371,7.0,-0.30100000000000016,-0.5275338301246759
149,Asura Cryin' 2,0.008009153318077805,1,0.024027459954233416,8.0,0.4790000000000001,0.138310396452104
150,Atom: The Beginning,0.010886469673405912,1,0.05443234836702956,10.0,0.8889999999999993,0.4883054386270773
151,Attack No.1,0.017241379310344827,1,0.05172413793103448,8.0,-0.5009999999999994,-0.6982631189905163
152,Aura: Maryuuin Kouga Saigo no Tatakai,0.4799050286131742,3,2.3995251430658717,10.0,1.6423333333333332,1.1313857600217452
153,Avengers Confidential: Black Widow to Punisher,0.03315522708546603,2,0.06631045417093206,7.0,-1.4809999999999999,-1.5348366344331374
154,Ayakashi,0.1292324399798317,3,0.5510478480652626,8.0,0.4856666666666669,0.14400137274763217
155,Ayashi no Ceres,0.013779527559055118,1,0.0688976377952756,10.0,1.9489999999999998,1.3931706696160346
156,Ayatsuri Haramase DreamNote,0.004229607250755287,1,0.008459214501510574,7.0,-1.6310000000000002,-1.6628836010825185
157,Azumanga Daioh,0.9217260336382475,6,4.307154531138997,9.333333333333334,1.2590000000000003,0.804154623028884
158,Azumanga Web Daioh,0.012773722627737228,1,0.06386861313868614,10.0,2.159,1.5724364229251677
159,Azur Lane,0.125,1,0.375,8.0,0.4289999999999985,0.0956280742356424
160,B-Legend! Battle B-Daman,0.10144927536231885,1,0.5072463768115942,10.0,2.5389999999999997,1.8968220717702655
161,B-gata H-kei,0.03402035623409669,2,0.15941475826972007,9.5,1.5239999999999991,1.0303709307761222
162,B: The Beginning,0.893462196728121,8,-0.22362069956201747,7.5,-0.5485000000000007,-0.7388113250961545
163,BNA,0.23558817128952358,4,0.8684736398763445,7.75,-0.04349999999999987,-0.3077198707099055
164,Baby Steps,1.305780004734475,5,3.754754201846445,7.6,-0.3470000000000004,-0.5668015665638196
165,Baby Steps 2nd Season,0.17073170731707318,1,0.853658536585366,10.0,1.7189999999999994,1.1968319874203173
166,Babylon,0.012238760568833093,2,0.03248667445574399,7.5,-0.5760000000000005,-0.7622866023152075
167,Baccano!,1.0829257829202534,12,3.429025292110368,8.083333333333334,-0.30100000000000016,-0.5275338301246759
168,Back Arrow,0.00850546780072904,1,0.03402187120291616,9.0,0.49900000000000055,0.15538332533868848
169,Back Street Girls: Gokudolls,0.01754385964912281,1,0.08771929824561404,10.0,1.859,1.3163424896264064
170,Baka to Test to Shoukanjuu,0.35160516362676114,9,1.1776022015885614,8.222222222222221,0.4089999999999989,0.07855514534905866
171,Baka to Test to Shoukanjuu Ni!,0.01754385964912281,1,0.08771929824561404,10.0,1.859,1.3163424896264064
172,Bakemono no Ko,0.21631512653154697,3,0.6489453795946409,8.0,-0.3543333333333347,-0.5730616404889013
173,Bakemonogatari,4.121085250187091,22,18.63215624897259,8.590909090909092,0.3671818181818214,0.042857203131659215
174,Baki,0.645903841784469,3,2.1169487004712093,8.666666666666666,0.4623333333333335,0.12408295571328397
175,Bakugan Battle Brawlers,0.21076371926396348,2,1.022357922162514,8.0,0.6539999999999999,0.2876985242097147
176,Bakukyuu Hit! Crash B-Daman,0.5833333333333333,1,-1.7499999999999998,2.0,-4.721,-4.300651114059761
177,Bakuman.,0.7826800639284864,12,3.272565464988991,9.0,0.6831666666666649,0.3125965455026484
178,Bakumatsu Gijinden Roman,0.022727272727272728,1,0.06818181818181818,8.0,-0.5009999999999994,-0.6982631189905163
179,Bakumatsu Kikansetsu Irohanihoheto,0.022727272727272728,1,0.06818181818181818,8.0,-0.5009999999999994,-0.6982631189905163
180,Bakumatsu: Crisis,0.4375,1,1.3125,8.0,0.43900000000000006,0.10416453867893578
181,Bakuon!!,0.055865027532334494,2,0.27932513766167244,10.0,2.0090000000000003,1.4443894562757875
182,Bakuretsu Tenshi,0.008871989860583013,1,0.044359949302915064,10.0,1.6790000000000003,1.1626861296471498
183,Bakusou Kyoudai Let's & Go,0.10144927536231885,1,0.5072463768115942,10.0,2.5389999999999997,1.8968220717702655
184,Bakuten Shoot Beyblade,0.6471764117941028,2,3.235882058970514,10.0,3.099,2.3748640805946204
185,Bakuten Shoot Beyblade 2002,0.34282858570714636,2,1.714142928535732,10.0,3.099,2.3748640805946204
186,Bakuten Shoot Beyblade G Revolution,0.9261619190404796,3,-0.035857071464267865,7.333333333333333,0.49233333333333285,0.14969234904315956
187,Bakuten!!,0.017241379310344827,1,0.05172413793103448,8.0,-0.5009999999999994,-0.6982631189905163
188,Baldr Force Exe Resolution,0.027450980392156855,1,0.05490196078431371,7.0,-0.30100000000000016,-0.5275338301246759
189,Ballroom e Youkoso,3.1100537370692685,13,9.780805051541808,8.307692307692308,0.10361538461538444,-0.18213534572685924
190,Bamboo Blade,0.08540944055300105,3,0.2559790782906571,6.666666666666667,-1.3809999999999993,-1.4494719900002164
191,BanG Dream!,0.05109489051094891,1,0.25547445255474455,10.0,2.159,1.5724364229251677
192,BanG Dream! 2nd Season,0.012773722627737228,1,0.06386861313868614,10.0,2.159,1.5724364229251677
193,Banana Fish,0.7021083122302076,11,1.9567984164898307,7.7272727272727275,-0.5291818181818178,-0.7223204278761576
194,Bananya,0.011532125205930806,1,0.05766062602965403,10.0,0.9190000000000005,0.5139148319569544
195,Baoh Raihousha,0.07070273364820381,2,0.09031057678545872,6.5,-1.4260000000000002,-1.4878860799950313
196,Barakamon,2.1088549551454823,12,9.027440670924747,9.166666666666666,0.8364999999999991,0.4434890002997939
197,Bartender,0.5783321308321309,4,1.8064249639249639,8.5,0.1164999999999985,-0.1711364396172341
198,Basilisk: Kouga Ninpou Chou,0.1338273937227168,4,0.24119191710848498,6.25,-1.8885000000000005,-1.8826975604972889
199,Basquash!,0.021406727828746176,1,0.06422018348623854,8.0,0.12899999999999956,-0.16046585906311814
200,Battery,0.12018255578093304,2,0.46348884381338734,8.5,0.028999999999999915,-0.2458305034960383
201,Battle Programmer Shirase,0.0690444220655701,2,0.2677184737607698,8.0,-0.35599999999999987,-0.574484384562782
202,Battle Spirits: Shounen Toppa Bashin,0.10144927536231885,1,0.5072463768115942,10.0,2.5389999999999997,1.8968220717702655
203,Beast Saga,0.8247126436781608,2,-0.5431034482758621,6.0,-0.5310000000000006,-0.7238725123203934
204,Beastars,1.0951623764921072,10,4.376355588058766,8.9,0.5909999999999993,0.23391879821697426
205,Beatless,0.5280188585494752,4,1.4165936011912033,7.0,-1.0259999999999998,-1.1464275022633492
206,Beck,0.4250197925192873,6,1.9450490592560596,9.166666666666666,0.8039999999999985,0.4157454908590942
207,Beelzebub,0.9101996914805612,10,2.5879839958772037,7.6,-0.5250000000000021,-0.7187506336544195
208,Ben-To,1.142651515151515,3,2.3553030303030305,8.0,-0.05766666666666609,-0.31981319533790215
209,Berserk,0.446005467800729,2,1.346521871202916,8.5,0.4690000000000012,0.1297739320088129
210,Berserk 2nd Season,0.05,1,0.15000000000000002,8.0,-0.2010000000000005,-0.4421691856917558
211,Berserk: Ougon Jidai-hen I - Haou no Tamago,0.02212414484353059,2,0.061259225288519265,8.0,-0.1509999999999998,-0.39948686347529494
212,Berserk: Ougon Jidai-hen III - Kourin,0.017587939698492462,1,0.052763819095477386,8.0,-0.2810000000000006,-0.5104609012380922
213,Betterman,0.008871989860583013,1,0.044359949302915064,10.0,1.6790000000000003,1.1626861296471498
214,Big Order,0.008009153318077805,1,0.024027459954233416,8.0,0.4790000000000001,0.138310396452104
215,Big Order (TV),0.7538480369640381,4,3.326020996536883,8.0,0.04150000000000009,-0.2351599229419231
216,Bikini Warriors,0.059923245614035094,2,0.2850328947368421,9.0,0.7439999999999998,0.364526704199343
217,Binan Koukou Chikyuu Boueibu LOVE!,0.018823791872597473,2,0.07953562602965403,9.0,0.2740000000000009,-0.03668712463538228
218,Binbou Shimai Monogatari,0.06666666666666667,1,0.2,8.0,-0.511000000000001,-0.7067995834338097
219,Binbougami ga!,0.042174732872407306,2,0.17303582652419866,9.0,0.8390000000000004,0.44562311641061797
220,Binzume Yousei,0.012773722627737228,1,0.06386861313868614,10.0,2.159,1.5724364229251677
221,Bio Hunter,0.03322652018005645,2,0.0664530403601129,7.0,-1.091000000000001,-1.2019145211447486
222,Birthday Boy,0.06666666666666667,1,0.2,8.0,-0.511000000000001,-0.7067995834338097
223,Birthday Wonderland,0.0267175572519084,1,0.13358778625954199,10.0,1.2690000000000001,0.8126910874721758
224,Bishoujo Senshi Sailor Moon,0.0932636469221835,3,0.15949477351916375,5.666666666666667,-2.271000000000001,-2.20921732545321
225,Bishoujo Senshi Sailor Moon Crystal,0.014583333333333334,1,0.04375,8.0,-0.37100000000000044,-0.5872890812277205
226,Bishoujo Senshi Sailor Moon R,0.0072916666666666685,1,0.021875000000000006,8.0,-0.37100000000000044,-0.5872890812277205
227,Bishoujo Senshi Sailor Moon S,0.014583333333333334,1,0.04375,8.0,-0.37100000000000044,-0.5872890812277205
228,Bishoujo Senshi Sailor Moon SuperS,0.0072916666666666685,1,0.021875000000000006,8.0,-0.37100000000000044,-0.5872890812277205
229,Bishounen Tanteidan,0.014675052410901465,1,0.07337526205450733,10.0,1.4489999999999998,0.9663474474514323
230,Black Bullet,1.7171370234689376,14,5.598390304818934,7.642857142857143,-0.3202857142857143,-0.5439970115510248
231,Black Cat (TV),0.15089103834070422,8,0.35333839671432343,7.125,-1.10975,-1.2179203919759203
232,Black Clover,3.2567927136317785,19,8.819555288443308,7.7894736842105265,-0.3599473684210528,-0.5778540415798712
233,Black Fox,0.018087855297157625,1,0.054263565891472874,8.0,0.07899999999999974,-0.2031481812795782
234,Black Jack,0.020856685635553388,2,0.09159460642550107,8.5,-0.4059999999999988,-0.6171667067792412
235,Black Lagoon,0.8715703242775322,8,2.660395252456177,8.375,-0.17099999999999937,-0.4165597923618787
236,Black Lagoon: The Second Barrage,0.03510114877495438,2,0.12836769673672474,9.0,0.07399999999999984,-0.20741641350122414
237,Black★Rock Shooter (OVA),0.18356524143751868,6,0.4990709373937314,7.166666666666667,-0.7626666666666662,-0.9216339385899917
238,Black★Rock Shooter (TV),0.419802520612065,6,1.2120561169110144,8.166666666666666,0.13733333333333242,-0.15335213869370848
239,Blade & Soul,0.05509016023091773,3,0.08254114062307458,6.333333333333333,-1.0310000000000006,-1.150695734484996
240,Blade of the Immortal,0.09090909090909091,1,0.2727272727272727,8.0,-0.5009999999999994,-0.6982631189905163
241,Blame! Movie,0.07781244776285731,2,0.18468267677049088,8.0,-0.10099999999999909,-0.3568045412588341
242,Blassreiter,0.036234921522053,2,0.1223510781985003,8.5,-0.2809999999999988,-0.5104609012380907
243,BlazBlue: Alter Memory,0.0546875,1,0.109375,7.0,-0.49099999999999966,-0.6897266545472244
244,Bleach,3.7531666494721287,22,12.7242807028552,7.863636363636363,-0.22009090909091,-0.4584660723562227
245,Bleach Movie 1: Memories of Nobody,0.0072916666666666685,1,0.021875000000000006,8.0,-0.37100000000000044,-0.5872890812277205
246,Blend S,0.10123852330627839,3,0.41772781585285074,9.333333333333334,1.3356666666666666,0.8696008504274558
